num,image_url,suggestions,gtrans,dtrans
361,https://i.imgur.com/sVYfabX.png,{},vielleicht hat er einen weg gefunden die macht des auferstehungssteins zu duplizieren nur hat er ihn vorher mit einer vollständigen kopie seines gehirnzustands geladen,vielleicht hat er einen weg gefunden die kraft des auferstehungssteins zu duplizieren nur hat er ihn vorher mit einer vollständigen kopie seines gehirnzustands geladen
362,https://i.imgur.com/FdWuRQc.png,{},oder sowas ähnliches,oder so ähnlich
363,https://i.imgur.com/L5ipFU3.png,{},harry war sich plötzlich alles andere als sicher dass er versuchte eine erklärung für etwas zu finden das tatsächlich passiert war,harry war sich plötzlich nicht mehr sicher dass er eine erklärung für etwas suchte das tatsächlich passiert war
364,https://i.imgur.com/ASwMhoM.png,{'Dark Lord': 'Dunkler Lord'},eigentlich kannst du mir einfach alles erzählen was du darüber weißt wie der dunkle lord überlebt hat und was es braucht um ihn zu töten,kannst du mir nicht einfach alles erzählen was du darüber weißt wie der dunkle lord überlebt hat und was nötig wäre um ihn zu töten
365,https://i.imgur.com/AN8u0bB.png,{'Quibbler': 'Klitterer'},wenn es ihn überhaupt noch gibt als mehr als klitterer-schlagzeilen,wenn es ihn überhaupt noch gibt wenn er nicht nur als quibbler-schlagzeile existiert
366,https://i.imgur.com/Gv1HBRB.png,{},du täuschst mich nicht harry sagte der alte zauberer sein gesicht sah jetzt uralt aus und war von mehr als jahren faltig,du machst mir nichts vor harry sagte der alte zauberer dessen gesicht nun alt und von mehr als nur jahren gezeichnet war
367,https://i.imgur.com/1VT14Ip.png,{},ich weiß warum sie diese frage wirklich stellen,ich weiß warum sie diese frage wirklich stellen
368,https://i.imgur.com/rRspfdp.png,{},nein ich lese deine gedanken nicht ich muss nicht dein zögern verrät dich,nein ich kann ihre gedanken nicht lesen das muss ich auch nicht ihr zögern verrät sie
369,https://i.imgur.com/HH5JTu7.png,{'Dark Lord': 'Dunkler Lord'},du suchst das geheimnis der unsterblichkeit des dunklen lords um es für dich zu nutzen,du suchst das geheimnis der unsterblichkeit des dunklen lords um es für dich zu nutzen
370,https://i.imgur.com/l3IhKbh.png,{'Dark Lord': 'Dunkler Lord'},falsch ich will das geheimnis der unsterblichkeit des dunklen lords um es für alle zu nutzen,falsch ich will das geheimnis der unsterblichkeit des dunklen lords um es für alle zu nutzen
371,https://i.imgur.com/sENGvig.png,{},ticken knacken fzzzt,tick crackle fzzzt
372,https://i.imgur.com/QQ56prT.png,{},albus percival wulfric brian dumbledore stand einfach nur da und starrte harry mit stumm aufgerissenem mund an,albus percival wulfric brian dumbledore stand einfach nur da und starrte harry mit offenem mund stumm an
373,https://i.imgur.com/rEruk4d.png,{},harry verlieh sich selbst eine punktzahl für montag da er es geschafft hatte jemanden völlig umzuhauen bevor der tag vorbei war,harry vergab sich selbst einen punkt für den montag da er es geschafft hatte jemanden völlig aus dem konzept zu bringen bevor der tag zu ende war
374,https://i.imgur.com/AI3KNiS.png,{},und falls es nicht klar war sagte harry mit allen meine ich auch alle muggel nicht nur alle zauberer,und falls es nicht klar war sagte harry mit allen meine ich auch alle muggel nicht nur alle zauberer
375,https://i.imgur.com/Q7C3yy4.png,{},nein sagte der alte zauberer kopfschüttelnd,nein sagte der alte zauberer und schüttelte den kopf
376,https://i.imgur.com/EOCTr2g.png,{},seine stimme erhob sich,seine stimme erhob sich
377,https://i.imgur.com/qd6Ozrh.png,{},nein nein nein das ist wahnsinn,nein nein nein das ist wahnsinn
378,https://i.imgur.com/MiK9aLW.png,{},bwa haha sagte harry,bwa ha ha sagte harry
379,https://i.imgur.com/Z5RjhSS.png,{},das gesicht des alten zauberers war angespannt vor wut und sorge,das gesicht des alten zauberers war angespannt vor wut und sorge
380,https://i.imgur.com/4fEMCO0.png,{},voldemort hat das buch gestohlen aus dem er sein geheimnis entnahm es war nicht da als ich danach suchte,voldemort hat das buch gestohlen aus dem er sein geheimnis entnommen hat es war nicht mehr da als ich danach suchte
381,https://i.imgur.com/2SaQ0wl.png,{},aber so viel weiß ich und so viel werde ich dir sagen seine unsterblichkeit wurde aus einem schrecklichen ritual geboren und dunkel schwärzer als pechschwarz,aber so viel weiß ich und so viel will ich dir sagen seine unsterblichkeit wurde durch ein schreckliches und dunkles ritual geboren schwärzer als das pechschwarz
382,https://i.imgur.com/YN1QDES.png,{},und es war myrte die arme süße myrte die dafür gestorben ist seine unsterblichkeit erforderte opfer es brauchte mord -,und es war myrtle die arme süße myrtle die dafür starb seine unsterblichkeit erforderte opfer sie erforderte mord -
383,https://i.imgur.com/aNFmkyL.png,{},natürlich werde ich keine methode der unsterblichkeit popularisieren die das töten von menschen erfordert,natürlich werde ich keine unsterblichkeitsmethode propagieren die das töten von menschen erfordert
384,https://i.imgur.com/FfmXEeG.png,{},das würde den ganzen punkt zunichte machen,das würde den sinn des ganzen zunichte machen
385,https://i.imgur.com/BX2DpCz.png,{},es entstand eine erschrockene pause,es gab eine verblüffte pause
386,https://i.imgur.com/3y6vHDt.png,{},langsam entspannte sich das gesicht des alten zauberers aus seiner wut obwohl die sorge immer noch da war,langsam entspannte sich das gesicht des alten zauberers obwohl die sorge noch immer da war
387,https://i.imgur.com/qzSSLIY.png,{},du würdest kein ritual anwenden das menschenopfer erfordert,sie würden kein ritual anwenden das menschenopfer erfordert
388,https://i.imgur.com/91AMXhy.png,{},ich weiß nicht wofür sie mich halten schulleiter sagte harry kalt und seine eigene wut stieg aber vergessen wir nicht dass ich diejenige bin die möchte dass die menschen leben,ich weiß nicht wofür sie mich halten herr direktor sagte harry kalt und sein eigener zorn stieg an aber vergessen wir nicht dass ich derjenige bin der will dass die menschen leben
389,https://i.imgur.com/k9OeOHy.png,{},derjenige der alle retten will,derjenige der alle retten will
390,https://i.imgur.com/HVCF5lJ.png,{},du bist derjenige der denkt dass der tod großartig ist und jeder sterben sollte,du bist derjenige der denkt dass der tod großartig ist und dass jeder sterben sollte
391,https://i.imgur.com/M6xg87U.png,{},ich bin ratlos harry sagte der alte zauberer,ich bin ratlos harry sagte der alte zauberer
392,https://i.imgur.com/dtWX1Nr.png,{},wieder begannen seine füße durch sein seltsames büro zu stapfen,seine füße stapften wieder durch sein seltsames büro
393,https://i.imgur.com/DtfiKaq.png,{},ich weiß nicht was ich sagen soll,ich weiß nicht was ich sagen soll
394,https://i.imgur.com/5sSaNw2.png,{},er hob eine kristallkugel auf die eine hand in flammen zu halten schien und sah mit trauriger miene hinein,er hob eine kristallkugel auf die eine hand in flammen zu halten schien und schaute mit trauriger miene hinein
395,https://i.imgur.com/JGwBSgS.png,{},nur dass ich von dir sehr missverstanden werde,nur dass ich von ihnen sehr missverstanden werde
396,https://i.imgur.com/Jm9Rmd7.png,{},ich will nicht dass alle sterben harry,ich will nicht dass alle sterben harry
397,https://i.imgur.com/Rxc6FbV.png,{},du willst nur nicht dass jemand unsterblich ist sagte harry mit beträchtlicher ironie,du willst nur nicht dass jemand unsterblich ist sagte harry mit viel ironie
398,https://i.imgur.com/3FXnkIy.png,{'x': 'x'},es schien dass elementare logische tautologien wie all x die x not exist x not die x die denkfähigkeiten des mächtigsten zauberers der welt überstiegen,es schien dass elementare logische tautologien wie all x die x not exist x nicht sterben x die denkfähigkeit des mächtigsten zauberers der welt übersteigen
399,https://i.imgur.com/5K7LcVl.png,{},der alte zauberer nickte,der alte zauberer nickte
400,https://i.imgur.com/v6ov0hU.png,{},ich habe weniger angst als ich es war aber ich mache mir immer noch große sorgen um dich harry sagte er leise,ich habe weniger angst als früher aber ich mache mir immer noch große sorgen um dich harry sagte er leise
401,https://i.imgur.com/KvgZ98Y.png,{},seine hand die mit der zeit ein wenig runzlig aber immer noch stark war legte die kristallkugel fest in ihren ständer zurück,seine von der zeit etwas geschwächte aber immer noch kräftige hand legte die kristallkugel fest in ihren ständer zurück
402,https://i.imgur.com/UuDmshp.png,{},denn die angst vor dem tod ist eine bittere sache eine seelenkrankheit durch die die menschen verdreht und entstellt werden,denn die angst vor dem tod ist eine bittere sache eine krankheit der seele die den menschen verdreht und entstellt
403,https://i.imgur.com/0L4HNJd.png,{'Wizard': 'Zauberer'},voldemort ist nicht der einzige dunkle zauberer der diesen trostlosen weg eingeschlagen hat obwohl ich befürchte dass er ihn weiter gebracht hat als jeder andere vor ihm,voldemort ist nicht der einzige dunkle zauberer der diesen düsteren weg eingeschlagen hat obwohl ich fürchte dass er ihn weiter gegangen ist als alle anderen vor ihm
404,https://i.imgur.com/PZjUElW.png,{},und du denkst du hast keine angst vor dem tod,und du glaubst du hättest keine angst vor dem tod
405,https://i.imgur.com/z52D4Z7.png,{},sagte harry und versuchte nicht einmal die ungläubigkeit in seiner stimme zu verbergen,sagte harry und versuchte nicht einmal die ungläubigkeit in seiner stimme zu verbergen
406,https://i.imgur.com/CQVjPON.png,{},das gesicht des alten zauberers war friedlich,das gesicht des alten zauberers war friedlich
407,https://i.imgur.com/DUQfDjd.png,{},ich bin nicht perfekt harry aber ich glaube ich habe meinen tod als teil meiner selbst akzeptiert,ich bin nicht perfekt harry aber ich glaube ich habe meinen tod als teil von mir akzeptiert
408,https://i.imgur.com/zpf70DI.png,{},uh huh sagte harry,ja sagte harry
409,https://i.imgur.com/S8hn7Kt.png,{},sehen sie da gibt es dieses kleine ding namens kognitive dissonanz oder in einfacherem englisch saure trauben,sehen sie es gibt da diese kleine sache die man kognitive dissonanz nennt oder einfacher ausgedrückt saure trauben
410,https://i.imgur.com/mjPNxwJ.png,{},wenn die leute einmal im monat mit knüppeln auf den kopf geschlagen würden und niemand etwas dagegen tun könnte würde es ziemlich bald alle möglichen philosophen geben die vorgeben weise zu sein wie du es ausdrückst die alle möglichen erstaunlichen vorteile finden einmal im monat mit einem schlagstock auf den kopf geschlagen,wenn man den menschen einmal im monat einen knüppel auf den kopf hauen würde und niemand etwas dagegen tun könnte gäbe es bald alle möglichen philosophen die sich als weise ausgeben wie sie sagen und die alle möglichen erstaunlichen vorteile darin sehen einmal im monat einen knüppel auf den kopf zu bekommen
411,https://i.imgur.com/9GPhMfs.png,{},es macht dich zum beispiel härter oder glücklicher an den tagen an denen du nicht mit einem schlagstock getroffen wirst,zum beispiel macht es dich härter oder es macht dich glücklicher an den tagen an denen du nicht mit einem knüppel geschlagen wirst
412,https://i.imgur.com/qKaaBMf.png,{},aber wenn sie zu jemandem gingen der nicht getroffen wurde und sie fragten ob er im austausch für diese erstaunlichen vorteile anfangen wollte sagten sie nein,aber wenn man zu jemandem geht der nicht getroffen wird und ihn fragt ob er im gegenzug für diese erstaunlichen vorteile anfangen will wird er nein sagen
413,https://i.imgur.com/dfZs7W7.png,{},und wenn du nicht sterben müsstest wenn du von einem ort kämst von dem noch nie jemand etwas vom tod gehört hat und ich habe dir vorgeschlagen dass es eine unglaublich tolle idee wäre wenn die leute faltig und alt werden und irgendwann aufhören zu sterben existieren du würdest mich gleich in eine irrenanstalt verschleppen lassen,und wenn du nicht sterben müsstest wenn du von einem ort kämst an dem noch nie jemand etwas vom tod gehört hat und ich dir vorschlagen würde dass es eine erstaunliche wunderbare großartige idee wäre wenn die menschen faltig und alt würden und schließlich aufhörten zu existieren dann würdest du mich sofort in eine irrenanstalt bringen
414,https://i.imgur.com/Hd1qOeU.png,{},warum sollte irgendjemand irgendeinen gedanken für so dumm halten dass der tod eine gute sache ist,warum also sollte irgendjemand auf den dummen gedanken kommen dass der tod eine gute sache ist
415,https://i.imgur.com/lD3Dct3.png,{},weil du davor angst hast weil du nicht wirklich sterben willst und dieser gedanke schmerzt so sehr in dir dass du ihn wegrationalisieren musst etwas tun um den schmerz zu betäuben damit du nicht darüber nachdenken musst es -,weil du angst davor hast weil du nicht wirklich sterben willst und dieser gedanke so sehr in dir schmerzt dass du ihn wegrationalisieren musst etwas tun musst um den schmerz zu betäuben damit du nicht daran denken musst -
416,https://i.imgur.com/JpinNdH.png,{},nein harry sagte der alte zauberer,nein harry sagte der alte zauberer
417,https://i.imgur.com/6qbhHeH.png,{},sein gesicht war sanft seine hand strich durch eine beleuchtete wasserlache die kleine musikalische glocken erklang als seine finger sie bewegten,sein gesicht war sanft seine hand wanderte durch ein beleuchtetes wasserbecken das beim umrühren durch seine finger kleine musikalische klänge von sich gab
418,https://i.imgur.com/jiXUbnU.png,{},obwohl ich verstehen kann wie sie so denken müssen,obwohl ich verstehen kann dass sie so denken
419,https://i.imgur.com/Tzy15xL.png,{'Wizard': 'Zauberer'},möchtest du den dunklen zauberer verstehen,willst du den dunklen zauberer verstehen
420,https://i.imgur.com/tA2km83.png,{},sagte harry seine stimme jetzt hart und grimmig,sagte harry seine stimme war nun hart und grimmig
421,https://i.imgur.com/Q32wslm.png,{},dann schaue in den teil von dir der nicht vor dem tod flieht sondern vor der angst vor dem tod der diese angst so unerträglich findet dass er den tod als freund umarmt und sich ihm anvertraut versuche eins zu werden mit der nacht damit sie kann sich meister des abgrunds denken,dann schaue in den teil von dir der nicht vor dem tod sondern vor der angst vor dem tod flieht der diese angst so unerträglich findet dass er den tod als freund annimmt und sich an ihn anschmiegt versucht mit der nacht eins zu werden um sich als herr des abgrunds zu fühlen
422,https://i.imgur.com/op5Gb7H.png,{},du hast das schrecklichste aller bel genommen und es gut genannt,du hast das schlimmste aller bel genommen und es gut genannt
423,https://i.imgur.com/dqXhtWN.png,{},mit nur einer kleinen drehung würde derselbe teil von dir unschuldige ermorden und es freundschaft nennen,mit einer leichten drehung würde derselbe teil von dir unschuldige ermorden und es freundschaft nennen
424,https://i.imgur.com/7vPaPss.png,{},wenn du den tod besser nennen kannst als das leben dann kannst du deinen moralischen kompass verdrehen um irgendwohin zu zeigen,wenn man den tod besser als das leben nennen kann dann kann man seinen moralischen kompass so verdrehen dass er überall hinzeigt -
425,https://i.imgur.com/VuwSFx0.png,{},ich denke sagte dumbledore und schüttelte wassertropfen aus seiner hand während kleine glöckchen klingelten dass du dunkle zauberer sehr gut verstehst ohne selbst noch einer zu sein,ich glaube sagte dumbledore und schüttelte zum klang kleiner glöckchen wassertropfen von seiner hand dass sie die dunklen zauberer sehr gut verstehen ohne selbst einer zu sein
426,https://i.imgur.com/Vnni1Uv.png,{},es wurde in vollkommenem ernst und ohne anklage gesagt,es wurde in vollkommener ernsthaftigkeit und ohne vorwürfe gesagt
427,https://i.imgur.com/craG6ea.png,{},aber ihr verständnis für mich fürchte ich fehlt schmerzlich,aber ich fürchte ihr verständnis für mich ist sehr gering
428,https://i.imgur.com/tTnRVQi.png,{},der alte zauberer lächelte jetzt und in seiner stimme lag ein sanftes lachen,der alte zauberer lächelte jetzt und in seiner stimme lag ein leises lachen
429,https://i.imgur.com/m3cZ19E.png,{},harry versuchte nicht noch kälter zu werden als er ohnehin schon war von irgendwoher strömte eine flammende wut des grolls über dumbledores herablassung und all das gelächter das weise alte narren jemals anstelle von argumenten verwendet hatten in seinen geist,harry versuchte nicht noch kälter zu werden als er es ohnehin schon war von irgendwoher strömte eine lodernde wut über dumbledores herablassung und all das lachen das weise alte narren jemals anstelle von argumenten benutzt hatten in seinen geist
430,https://i.imgur.com/t8MS2wA.png,{},komische sache weißt du ich dachte es wäre unmöglich mit draco malfoy zu sprechen und stattdessen war er in seiner kindlichen unschuld hundertmal stärker als du,komisch weißt du ich dachte draco malfoy würde so unmöglich sein mit dem man reden kann und stattdessen war er in seiner kindlichen unschuld hundertmal stärker als du
431,https://i.imgur.com/NwGWsDb.png,{},ein verwirrter ausdruck huschte über das gesicht des alten zauberers,ein verwunderter blick ging über das gesicht des alten zauberers
432,https://i.imgur.com/7xj8fjP.png,{},was meinen sie,was meinst du
433,https://i.imgur.com/8Qp9D2r.png,{},ich meine sagte harry mit bissiger stimme dass draco seine eigenen berzeugungen wirklich ernst nahm und meine worte verarbeitete anstatt sie durch ein lächeln mit sanfter berlegenheit aus dem fenster zu werfen,ich meine sagte harry mit bissiger stimme dass draco seine eigenen berzeugungen tatsächlich ernst genommen und meine worte verarbeitet hat anstatt sie mit einem lächeln sanfter berlegenheit aus dem fenster zu werfen
434,https://i.imgur.com/Rzm9Hl8.png,{},du bist so alt und weise du merkst gar nicht was ich sage nicht verstehen beachten,du bist so alt und weise dass du nicht einmal etwas von dem was ich sage mitbekommst nicht verstehen merken
435,https://i.imgur.com/duRLStQ.png,{},ich habe auf dich gehört harry sagte dumbledore und sah jetzt ernster aus aber zuzuhören ist nicht immer zustimmen,ich habe dir zugehört harry sagte dumbledore und sah nun ernster aus aber zuhören heißt nicht immer zustimmen
436,https://i.imgur.com/SCItZfK.png,{},abgesehen von meinungsverschiedenheiten was denkst du dass ich es nicht verstehe,abgesehen von den meinungsverschiedenheiten was ist es von dem sie glauben dass ich es nicht verstehe
437,https://i.imgur.com/sr1AP4f.png,{'St. Mungo': 'St. Mungo'},wenn du wirklich an ein leben nach dem tod glaubst würdest du nach st mungos gehen und nevilles eltern alice und frank longbottom töten damit sie ihr nächstes großes abenteuer beginnen können anstatt sie in ihrem beschädigten zustand hier verweilen zu lassen -,wenn du wirklich an ein leben nach dem tod glauben würdest würdest du zu st mungo s gehen und nevilles eltern alice und frank longbottom töten damit sie ihr nächstes großes abenteuer erleben können anstatt sie hier in ihrem beschädigten zustand verweilen zu lassen
438,https://i.imgur.com/MhoOkFF.png,{},harry hielt sich kaum kaum davon ab es laut auszusprechen,harry konnte sich gerade noch zurückhalten es laut auszusprechen
439,https://i.imgur.com/hKoLTC9.png,{},in ordnung sagte harry kalt,in ordnung sagte harry kalt
440,https://i.imgur.com/u97nWa5.png,{},dann beantworte ich deine ursprüngliche frage,dann werde ich ihre ursprüngliche frage beantworten
441,https://i.imgur.com/SJ3HVJG.png,{},du hast gefragt warum dark wizards angst vor dem tod haben,du hast gefragt warum die dunklen zauberer angst vor dem tod haben
442,https://i.imgur.com/SKAiOnL.png,{},tu so als würdest du wirklich an seelen glauben schulleiter,tun sie so herr direktor als würden sie wirklich an seelen glauben
443,https://i.imgur.com/flBKFfa.png,{},stellen sie sich vor jeder könnte die existenz von seelen jederzeit überprüfen tun sie so als ob niemand bei beerdigungen geweint hätte weil er wusste dass seine lieben noch am leben waren,tun sie so als ob jeder jederzeit die existenz von seelen überprüfen könnte tun sie so als ob niemand bei beerdigungen weinen würde weil sie wissen dass ihre angehörigen noch leben
444,https://i.imgur.com/d3KdxVr.png,{},können sie sich vorstellen eine seele zu zerstören,können sie sich nun vorstellen eine seele zu zerstören
445,https://i.imgur.com/vbu7kqE.png,{},in fetzen reißen damit für das nächste große abenteuer nichts mehr übrig bleibt,es in stücke reißen damit nichts mehr übrig bleibt um das nächste große abenteuer zu erleben
446,https://i.imgur.com/S1fLSFP.png,{},können sie sich vorstellen was das für eine schreckliche sache wäre das schlimmste verbrechen das jemals in der geschichte des universums begangen wurde und das sie alles tun würden um es auch nur einmal zu verhindern,können sie sich vorstellen was das für eine schreckliche sache wäre das schlimmste verbrechen das jemals in der geschichte des universums begangen wurde und das sie mit allen mitteln verhindern würden dass es auch nur einmal geschieht
447,https://i.imgur.com/Fk3EL47.png,{},denn das ist der tod wirklich - die vernichtung einer seele,denn das ist es was der tod wirklich ist - die auslöschung einer seele
448,https://i.imgur.com/L3hCvOR.png,{},der alte zauberer starrte ihn mit einem traurigen ausdruck in seinen augen an,der alte zauberer starrte ihn an mit einem traurigen blick in den augen
449,https://i.imgur.com/hGfJWwv.png,{},ich nehme an ich verstehe es jetzt sagte er leise,ich glaube ich verstehe jetzt sagte er leise
450,https://i.imgur.com/AXc0scn.png,{},oh sagte harry was verstehen,oh sagte harry was verstehen
451,https://i.imgur.com/nMdB3Ee.png,{},voldemort sagte der alte zauberer,voldemort sagte der alte zauberer
452,https://i.imgur.com/Uk6GUU5.png,{},jetzt verstehe ich ihn endlich,ich verstehe ihn jetzt endlich
453,https://i.imgur.com/tunKuNJ.png,{},denn um zu glauben dass die welt wirklich so ist musst du glauben dass es keine gerechtigkeit in ihr gibt dass sie in ihrem kern aus dunkelheit gewoben ist,denn um zu glauben dass die welt wirklich so ist muss man glauben dass es in ihr keine gerechtigkeit gibt dass sie in ihrem kern von dunkelheit durchwoben ist
454,https://i.imgur.com/2exS3fO.png,{},ich habe dich gefragt warum er ein monster geworden ist und du konntest keinen grund nennen,ich habe sie gefragt warum er ein monster geworden ist und sie konnten keinen grund nennen
455,https://i.imgur.com/if44bDx.png,{},und wenn ich ihn fragen könnte würde seine antwort wohl lauten warum nicht,und wenn ich ihn fragen könnte würde seine antwort wohl lauten warum nicht
456,https://i.imgur.com/UHNw1iB.png,{},sie standen da und schauten sich in die augen den alten zauberer in seiner robe und den kleinen jungen mit der blitznarbe auf der stirn,sie standen da und sahen sich in die augen der alte zauberer in seinem gewand und der junge mit der blitznarbe auf der stirn
457,https://i.imgur.com/Xd0plD5.png,{},sag mir harry sagte der alte zauberer wirst du ein monster werden,sag mal harry sagte der alte zauberer willst du ein monster werden
458,https://i.imgur.com/9mU3gNs.png,{},nein sagte der junge mit eiserner gewissheit in seiner stimme,nein sagte der junge mit eiserner gewissheit in seiner stimme
459,https://i.imgur.com/y1Pal3J.png,{},warum nicht sagte der alte zauberer,warum nicht sagte der alte zauberer
460,https://i.imgur.com/7XV8HXw.png,{},der junge stand sehr aufrecht sein kinn hoch erhoben und stolz und sagte es gibt keine gerechtigkeit in den naturgesetzen schulleiter kein begriff für fairness in den bewegungsgleichungen,der junge stand ganz aufrecht das kinn hoch und stolz erhoben und sagte es gibt keine gerechtigkeit in den gesetzen der natur herr direktor keinen begriff für fairness in den gleichungen der bewegung
461,https://i.imgur.com/8Cl9cyN.png,{},das universum ist weder böse noch gut es ist ihm einfach egal,das universum ist weder böse noch gut es ist ihm einfach egal
462,https://i.imgur.com/ulGO0Ue.png,{},die sterne interessieren sich nicht oder die sonne oder der himmel,den sternen ist das egal der sonne und dem himmel auch
463,https://i.imgur.com/m3GkVS7.png,{},aber sie müssen nicht wir kümmern uns,aber das müssen sie nicht wir kümmern uns
464,https://i.imgur.com/uqVb6fm.png,{},es gibt licht in der welt und wir sind es,es gibt licht in der welt und das sind wir
465,https://i.imgur.com/cNT0Uio.png,{},ich frage mich was aus dir wird harry sagte der alte zauberer,ich frage mich was aus dir werden soll harry sagte der alte zauberer
466,https://i.imgur.com/N3vlq6K.png,{},seine stimme war sanft mit einem seltsamen staunen und bedauern darin,seine stimme war sanft mit einem seltsamen staunen und bedauern darin
467,https://i.imgur.com/7DXQUHa.png,{},es ist genug um mich dazu zu bringen zu leben nur um es zu sehen,es ist genug dass ich mir wünsche zu leben nur um es zu sehen
468,https://i.imgur.com/GvMG6z4.png,{},der junge verneigte sich mit schwerer ironie vor ihm und ging und die eichentür knallte mit einem dumpfen schlag hinter ihm zu,der junge verbeugte sich mit schwerer ironie vor ihm und ging und die eichentür schlug mit einem dumpfen knall hinter ihm zu
