Input.num,flag,Translation
298,,"""Du weisst, wenn ich dahin gehe, als ich aus dem zug ausstieg aus Königskreuz, ich meine nicht gestern aber wieder rein September, als ich aus dem zug ausstieg dann, Schulleiter, ich hatte noch nie einen geist gesehen."
298,,"„Wissen Sie, als ich hier ankam, als ich von King’s Cross aus ausstieg, meine ich nicht gestern, sondern im September, als ich damals aus dem Zug ausstieg, Direktor, ich hatte noch nie ein Gespenst gesehen."
298,,"""Weißt du, als ich hier ankam, als ich aus dem Zug vom King´s cross ausstieg, ich meine nicht gestern und zurück in September, als ich damals aus dem Zug stieg, Schulleiter, hatte ich noch nie einen Gespenst gesehen."
298,x,"""Wissen Sie, als ich hergekommen bin, als ich aus der Bahn von King's Cross ausstieg, ich meine nicht gestern sondern damals im September, als ich dort aus der Bahn gestiegen bin, Schulleiter, da hatte ich noch nie zuvor einen Geist gesehen. "
301,,Ich habe etwas gedacht.
301,,Ich zog viel zu frühe Schlussfolgerungen.
301,,Ich habe voreilige Schlüsse gezogen.
304,,Wasser glitzerte in den augen des alten zauberers.
304,,Die Augen des alten Zauberers glänzten feucht.
304,,Wasser glitzerte in den Augen des alten Zauberers.
306,,
306,,
306,,
306,,"""Und dann"", spuckte Harry, die Wut kam ganz in seine Stimme, die kalte Wut auf das Universum, weil es so war, und auf sich selbst, weil er so dumm war, ""habe ich Hermione  gefragt, und sie hat gesagt, dass es sich nur um Bilder handelt, die durch den Tod eines Zauberers in den Stein des Schlosses gebrannt wurden, wie die Silhouetten, die an den Wänden von Hiroshima zurückgeblieben sind."
306,,"""Und dann"", spuckte Harry, während der Zorn jetzt gänzlich Eingang in seine Stimme fand, die kalte Wut auf das Universum dafür, dass es so war, und auf sich selbst dafür, so dämlich zu sein, ""fragte ich Hermine, und sie sagte, sie wären nur Nachbilder, in den Stein des Schlosses gebrannt durch den Tod eines Zauberers, wie die Silhouetten, die an den Wänden von Hiroshima verbleiben."""
306,,"""Und dann"" spuckte Harry, die wut kommt ganz in seine stimme, die kalte wut auf das universum dafür, dass du so bist und an sich selbst, weil er so dumm ist, ""Ich fragte Hermine und sie sagte dass sie nur nachbilder waren, in den stein der burg eingebrannt durch den tod eines zauberers, wie die silhouetten links an den mauern von Hiroshima."
307,,Und ich hätte es wissen sollen!
307,,Und ich hätte es wissen müssen!
307,,Und ich hätte es wissen müssen!
310,,"Weil wenn die menschen seelen hätten es würde nicht so etwas sein als hirnschädigung, wenn deine seele könnte weitergehen sprechen nach dein ganzes gehirn war weg, wie könnte links beschädigt gehirnhälfte nimm dir die fähigkeit zu sprechen?"
310,,"Denn wenn Menschen Seelen hätten, gäbe es so etwas wie Hirnschäden nicht, wenn Ihre Seele weiter sprechen könnte, nachdem Ihr ganzes Gehirn weg war, wie könnten Schäden an der linken Gehirnhälfte Ihre Fähigkeit zu sprechen beeinträchtigen?"
310,,"Denn wenn die Menschen Seelen hätten, gäbe es keinen Hirnschaden, wenn deine Seele weitersprechen könnte, nachdem dein ganzes Gehirn weg war, wie könnte dann eine Schädigung der linken Gehirnhälfte dir die Fähigkeit zum Sprechen nehmen?"
310,x,"Denn hätten die Menschen eine Seele, gäbe es solche Dinge wie Hirnschäden nicht, könnte deine Seele weitersprechen, nachdem dein Gehirn weg wäre, wie könnte dir dann eine beschädigte linke Hirnhälfte deine Fähigkeit des Sprechens nehmen?"
311,,"Und Professor McGonagall, als sie mir erzählte wie meine eltern gestorben waren, sie tat nicht so als ob sie gerade auf eine lange reise in ein anderes land gegangen wären, als wären sie nach Australien ausgewandert zurück in den tagen der segelschiffe, so würden sich die Leute verhalten wenn sie wirklich wüssten dass der tod nur woanders hingeht, wenn sie stichhaltige beweise für ein leben nach dem tod hätten, anstatt sich sachen auszudenken um sich zu trösten,es würde alles ändern, es wäre egal dass jeder jemanden im krieg verloren hat, es wäre ein bisschen traurig aber nicht schrecklich!"
311,,"Und Professor McGonagall, als sie mir erzählte, wie meine Eltern gestorben sind, hat sie nicht so getan, als ob sie nur eine lange Reise in ein anderes Land unternommen hätten, als wären sie zur Zeit der Segelschiffe nach Australien ausgewandert, so wie die Leute das tun würden handeln, wenn sie wüssten, dass der Tod woanders hingeht, wenn sie konkrete Beweise für ein Leben nach dem Tod hätten, anstatt Dinge zu erfinden, um sich zu trösten, würde es alles ändern, es wäre egal, wenn jeder jemanden im Krieg verloren hätte, es wäre ein wenig traurig, aber nicht schrecklich!"
311,,"Und als Professor McGonagall mir erklärte wie meine Eltern gestorben waren, verhielt sie sich nicht als ob diese gerade weggegangen seinen, wie auf eine lange Reise zu einem anderen Land, oder dass sie nach Australien ausgewandert seien wie früher als Leute noch wegsegelten. So würden Menschen handeln, wenn sie wirklich wüssten, dass Sterben ist wie wegzureisen, wenn es feste Beweise für ein Leben nach dem Tod gäbe. Anstatt Zeug zu erfinden um sich selbst zu trösten, würde es alles ändern, es würde nicht mehr ausmachen, dass jeder jemanden im Krieg verloren hatte, es wäre ein bisschen traurig, aber nicht entsetzlich!"
313,,Ich hätte es also besser wissen sollen!
313,,Also hätte ich es besser wissen sollen!
313,,Ich hätte es also besser wissen müssen!
314,,"Und das war als ich das wusste meine eltern waren wirklich tot und für immer weg und immer, dass es nicht gab alles was von ihnen übrig ist, das würde ich nie eine chance bekommen sie zu treffen und, und, und die anderen kinder dachte ich würde weinen weil ich war angst vor geistern -"""
314,,"Und da wusste ich, dass meine Eltern wirklich tot waren und für immer und ewig fort waren, dass nichts mehr von ihnen übrig war, dass ich nie eine Chance bekommen würde, sie zu treffen und und, und die anderen Kinder dachten, ich wäre es... weinen, weil ich Angst vor Geistern hatte-“"
314,,"Und damit wurde mir klar, dass meine Eltern wirklich tot waren, dass sie für immer und ewig weg seien und dass gar nichts von ihnen zurückblieb. Ich würde niemals die Chance bekommen sie zu treffen und, und, und die anderen Kinder dachten ich würde weinen, weil ich Angst vor Geistern hätte –"
314,x,"Das war der Moment in dem ich wusste, dass meine Eltern wirklich tot waren und, dass sie für immer gegangen waren, dass nichts von ihnen geblieben war, dass ich niemals eine Gelegenheit bekommen würde sie zu treffen und, und, und die anderen Kinder dachten ich würde weinen, weil ich Angst vor Geistern hatte -"""
317,,"Aber wag es nicht ein kleines bisschen übertrieben davon, denn wenn du mir gibst schon wieder falsche hoffnung, und ich finde es später heraus dass du gelogen hast oder gedehnte dinge nur ein wenig, ich werde dir das nie verzeihen!"
317,,"Aber übertreibe es nicht, denn wenn du mir wieder falsche Hoffnungen machst und später herausfindest, dass du gelogen oder ein bisschen gedehnt hast, werde ich dir das nie verzeihen!"
317,,"Aber wagen Sie es nicht, das Kleinste davon zu übertreiben, weil wenn Sie mir nochmal falsche Hoffungen geben, und ich es später heraus finde, dass Sie nur ein kleines bisschen gelogen oder Sachen überdenht haben, werder ich Ihnen nie verzeihen."
317,x,"Aber wagen Sie es ja nicht auch nur ein kleines bisschen zu übertreiben, denn machen Sie mir jemals noch einmal falsche Hoffnungen und ich finde später heraus, dass Sie gelogen haben und die Dinge nur ein kleinwenig verändert haben, werde ich Ihnen niemals vergeben!"
320,,"""Der Schleier"" sagte der alte zauberer mit nur einem leichten zittern in seiner stimme, ""ist ein toller stein torbogen, in der aufbewahrt Mysteriumsabteilung; ein tor auf das land von den toten."""
320,,"""Der Schleier"", sagte der alte Zauberer mit nur einem leichten Tempel in seiner Stimme, ""ist ein großer Steinbogen, in der gehalten Mysteriumsabteilung; ein Tor zum Land der Toten."""
320,,"""Der Schleier"", sagte der alte Zauberer mit nur einem leichten Zittern in seiner Stimme, ""ist ein großer steinerner Torbogen, der in der Mysteriumsabteilung aufbewahrt wird; ein Tor zum Land der Toten."""
320,,""" Der Umhang,"" sagte der alte Zauberer nur mit einem leichten Zitter in seiner Stimme, ""ist ein großer Torbogen behalten in der Mysteriumabteilung; ein Tor zum Land der Toten."""
320,x,"""Der Schleier,"" sagte der alte Zauberer mit leicht zitternder Stimme, ""ist ein großer steinerer Torbogen in der Ministeriumsabteilung; ein Zugang zum Land der Toten."""
322,,"""Erzähl mir nicht was du glaubst, erzähl mir was du gesehen hast!?"""
322,,"Sage mir nicht was du glaubst, sage mir was du gesehen hast."
322,,"""Sag mir nicht, was du glaubst, sag mir was du gesehen hast!?"""
323,,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfledderten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der sich zwischen den Steinen ausbreitete, immer kräuselnd durch den ständigen und einseitigen Durchgang der Seelen."
323,,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfledderten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, das sich zwischen den Steinen ausbreitete, immer kräuselnd durch den ständigen und einseitigen Durchgang der Seelen."
323,,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfledderten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der zwischen den Steinen gespannt war; der sich durch den ständigen und einseitigen Durchgang der Seelen stets kräuselte."
323,,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfetzten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der sich zwischen den Steinen erstreckte, plätschernd, immer, vom ständigen und einseitigen Durchgang der Seelen"
323,,"Die körperliche Manifestation der Grenze zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und auf eine scharfe Spitze zulaufend, mit einem zerrissenen schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der sich zwischen den Steinen spannte; sich immerzu kräuselnd vom konstanten Übergang der Seelen in nur eine Richtung."
323,,"Das körperliche manifestation des barriere zwischen welten war ein toller steinbogen, alt und groß und kommen zu eine scharfe spitze, mit einem zerfetzt schwarzer schleier wie oberfläche von ein wasserbecken, gedehnt zwischen den steinen; plätschernd, immer, von dem konstante und einweg passage der seelen."
323,,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfetzten schwarzen Schleier, der wie die Oberfläche eines Wasserbeckens zwischen den Steinen gespannt war; plätschernd, immer, vom ständigen und einseitigen Durchgang der Seelen."
323,,"Die physikalische Maifestation vom Barrier zwischen zwei Welten war ein großer Torbogen, lat und groß kommen zu einem spitzen Punkt, mit einem zerfetzten schwarzen Vorhang wie die Oberfläche einer Pool von Wasser, zwischen die Steine gestreckt; plätschernd, immer, von dem Konstanten Einbahnsweg der Seelen."
323,x,lol
324,,
324,,"Wenn man neben dem Schleier stand, konnte man die Stimmen der Toten rufen hören, rufend in Geflüster nur knapp auf der falschen Seite des Verstehens, lauter und vielstimmiger werdend, wenn man blieb und versuchte zu lauschen, während sie versuchten zu kommunizieren; und wenn man zu lange lauschte, würde man gehen und sie kennelernen, und in dem Moment, wo man den Schleier berührte, würde  man hindurchgesogen, und nie wieder gesehen werden."
324,,"Wenn du am Schleier standest, konntest du die Stimmen der Toten rufen hören, immer in einem Flüsterton, der kaum zu verstehen war, und der lauter und zahlreicher wurde, wenn du stehenbliebst und zu hören versuchte, während sie versuchten, sich mitzuteilen: und wenn du zu lange zuhörtest, würdest du ihnen entgegengehen, und in dem Moment, in dem du den Schleier berührtest, würdest du hindurchgesaugt werden und nie wieder etwas von dir hören lassen."
324,,"Wenn du am Vail stand du konntest die stimmen des todes schreien hören, ruft immer flüsternd an, kaum auf der falschen seite des verständnisses, wird lauter und zahlreicher wenn du geblieben bist und versucht hast zu hören, als sie versuchten zu kommunizieren; und wenn du zu lange zugehört hast, du würdest sie treffen gehen, und in dem moment in dem du den schleier berührt hast, wirst du durchgesaugt, und nie wieder was gehört werden."
324,,"Wenn man sich in der Nähe des Schleiers aufhielt, konnte man die Stimmen der Toten hören, die immer in schlechtem Flüstern von der falschen Seite des Verstehens riefen, lauter und zahlreicher wurden, wenn man blieb und versuchte, zuzuhören, während sie versuchten, sich zu verständigen; und wenn man lange genug zuhörte, würde man sie finden, und in dem Moment, in dem man den Schleier berührte, wurde man weggesaugt und man hörte nie wieder etwas davon."
325,,"""Das hört sich gar nicht so an ein interessanter betrug"" Harry sagte, seine stimme ist jetzt ruhiger dass da nichts war da um ihn hoffen zu lassen, oder ihn wütend machen für enttäuschte hoffnungen."
325,,"„Das hört sich nicht einmal nach einem interessanten Betrug an“, sagte Harry, seine Stimme war jetzt ruhiger, da es nichts gab, was ihn hoffen ließ oder ihn wütend machte, weil seine Hoffnungen zerstört wurden."
325,,"""Das klingt nichmal nach einem interessanten Betrug,"" sagt Harry, seine Stimme entspannter jetzt da nichts mehr war, ihm Hoffnungen zu geben, oder ihn wütend zu machen, dass er Hoffunungen hat."
325,x,"""Das hört sich nicht einmal nach einem besonders ansprechenden Betrug an"", sagte Harry, seine Stimme nun etwas ruhiger, jetzt wo es nichts mehr gab, das ihm Hoffnung machen oder ihn wütend machen konnte, da seine Hoffnungen zerstört wurden.  "
326,,"""Jemand hat gebaut ein steinerner torbogen, machte ein kleines schwarzes kräuseln oberfläche dazwischen das ist verschwunden alles was es berührt hat, und verzaubert es den leuten zuflüstern und hypnotisiere sie."""
326,,"""Jemand baute einen steinernen Torbogen, machte eine kleine schwarze Wellenoberfläche dazwischen, die alles, was sie berührte, verschwinden ließ, und verzauberte sie, um den Menschen zuzuflüstern und sie zu hypnotisieren."""
326,,"""Jemand baute einen steinernen Torbogen, machte eine kleine schwarze, kräuselnde Oberfläche dazwischen, die alles, was es berührte, verschwand, und verzauberte es, Menschen zuzuflüstern und sie zu hypnotisieren."""
326,x,"""Jemand baute einen steinernen Torbogen, kreierte eine schwarze sich wellende Oberfläche, welche alles verschwinden ließ, was sie berührte und verzauberte ihn, sodass dieser zu Leuten flüsterte und sie hypnotisierte."""
328,,",,Ich kann dir die Wahrheit erzählen, aber wenn du dich weigerst, sie dir anzuhören..."""
328,,",,Ich kann dir die Wahrheit sagen, aber wenn du dich weigerst, sie zu hören..."""
328,,"""Ich kann dir die Wahrheit sagen, aber wenn du sie nicht hören willst..."""
329,,Auch nicht interessant.
329,,Ebenfalls nicht interessant
329,,Auch uninteressant
329,,Ausserdem nicht interessant.
329,,Ebenfalls nicht interessant.
330,,Was genau ist der Auferstehungsstein?
330,,",,Was ist der Stein der Wiederbelebung?"""
330,,"""Was ist der Stein der Auferstehung?"""
331,,"""Ich würde es dir nicht sagen"" sagte der Schulleiter langsam, ""außer dass ich angst habe was für ein unglaube kann dir antun... also hör zu, dann, Harry, hör bitte zu..."""
331,,"""Ich würde es dir nicht sagen"", sagte der Direktor langsam, ""außer dass ich fürchte, was dieser Unglaube dir antun könnte... also hör zu, Harry, bitte hör zu..."""
331,,"„Ich würde es dir nicht sagen“, sagte der Schulleiter langsam, „außer dass ich fürchte, was dieser Unglaube mit dir machen könnte... also hör zu, Harry, bitte hör zu...“"
331,x,"""Ich würde es dir nicht sagen"", sagte der Schulleiter langsam, ""aber ich habe Angst, was dieser Unglaube mit dir anfangen könnte ... also hör gut zu, Harry, bitte hör zu ..."""
333,,der Auferstehungsstein könnte Seelen von den Toten zurückrufen und sie zurück in die Welt der
333,,"Der Auferstehungsstein könnte seelen rufen zurück von den toten - bring sie zurück in die welt der lebenden, wenn auch nicht so wie sie waren."
333,,"Der Auferstehungsstein könnte Seelen von den Toten zurückrufen – sie zurück in die Welt der Lebenden bringen, wenn auch nicht so, wie sie waren."
333,,"Der Auferstehungsstein kann Seelen von the Toten zurückbringen - diese zurück bringen in die Welt der Lebenden, aber nicht wie sie einst waren."
333,x,"Der Stein der Weisen kann Selen von den Toten rufen - er kann sie zurück in die Welt bringen, wenn auch nicht wie sie waren."
334,,"Cadmus Peverell hat den stein benutzt um seine verlorene geliebte zurückzurufenum von den toten, aber ihr herz ist geblieben mit den toten, und nicht auf der welt der lebenden."
334,,"Cadmus Peverell benutzte den Stein, um seine verlorene Geliebte von den Toten zurückzurufen, aber ihr Herz blieb bei den Toten und nicht in der Welt der Lebenden."
334,,"Cadmus Peverell benutzte den Stein, um seine verlorene Geliebte von den Toten zurückzurufen, aber ihr Herz blieb bei den Toten und nicht in der Welt der Lebenden."
334,x,"Cadmus Peverell benutzte den Stein um seine verlorene Geliebte von den Toten auferstehen zu lassen, aber ihr Herz blieb bei den Toten und nicht in der Welt der Lebenden. "
335,,"Und mit der Zeit machte es ihn verrückt, und er tötete sich selbst, um wieder wirklich mit ihr zusammen zu sein..."
335,,"Und mit der Zeit trieb es ihn in den Wahnsinn, und er brachte sich um, um noch einmal wirklich mit ihr zusammen zu sein..."
335,,"Und nach einer gewissen Zeit machte es ihn verrückt und er tötete sich selbst, um wieder wirklich mit ihr zu sein"
335,,"Und mit der Zeit machte es ihn wahnsinnig und er nahm sich das Leben, um wieder wahrhaft mit ihr vereint zu sein..."
335,,"Mit der Zeit trieb es ihn in den Wahnsinn, und er beging Selbstmord um endlich wirklich mit ihr wieder vereint zu sein…"
336,,Mit aller Höflichkeit erhob Harry seine Hand.
336,,Harry hob höflich seine Hand.
336,,In aller Höflichkeit hob Harry die Hand.
338,,"""Der offensichtliche test zu sehen wenn der Auferstehungsstein ruft wirklich die toten zurück, oder nur ein bild projizieren aus dem kopf des benutzers, ist eine frage zu stellen wessen antwort kennst du nicht, aber der tote würde, und das kann definitiv sein verifiziert in dieser welt. Beispielsweise, ruf zurück -"""
338,,"""Der offensichtliche Test, um zu sehen, ob der Auferstehungsstein wirklich die Toten zurückruft oder nur ein Bild aus dem Kopf des Benutzers projiziert, ist eine Frage zu stellen, deren Antwort man nicht kennt, aber die Tote würde es tun, und das kann auf jeden Fall in dieser Welt überprüft werden. Rufen Sie beispielsweise -"""
338,,"""Der offensichtliche Test, um zu sehen, ob der Auferstehungsstein wirklich die Toten zurückruft oder nur ein Bild aus dem Kopf des Benutzers projiziert, besteht darin, eine Frage zu stellen, deren Antwort Sie nicht kennen, aber der Tote würde es tun, und das kann sein."" definitiv verifiziert in dieser Welt. Rufen Sie zum Beispiel zurück-"""
338,x,"""Um zu testen ob der Stein der Weisen wirklich die Toten wiederbelebt oder nur eine Projektion aus dem Kopf des Nutzers erzeugt, muss man den Wiederbelebten nur eine Frage stellen die man in dieser Welt verifizieren kann und auf die der Anweder die Antwort nicht kennt, der Tote allerdings schon. Zum Beispiel, ruf zurück -"""
339,,"Dann hielt Harry inne, denn diesmal er hatte es geschafft zu denken es seiner zunge einen schritt voraus, schnell genug um den vornamen nicht zu sagen und test der mir in den sinn gekommen war."
339,,"Dann machte Harry eine Pause, denn diesmal hatte er es geschafft, einen Schritt vor seiner Zunge zu denken, schnell genug, um nicht den Vornamen und die Tests zu sagen, die ihm in den Sinn gekommen waren."
339,,"Dann hielt Harry inne, denn dieses Mal hatte er es geschafft, ihm einen Schritt voraus zu sein, schnell genug, um nicht den Vornamen und den Test zu sagen, der ihm in den Sinn gekommen war."
339,x,"Harry machte eine Pause weil er dieses mal einen Schritt weitergedacht hatte als seine Zunge, schnell genug um nicht den ersten Namen und Test in seinem Kopf zu sagen. "
340,,".....deine tote Frau und frag sie, wo sie ihren verlorenen Ohrring gelassen hat oder so, beendete Harry"
340,,"""... deine tote Frau, und frage sie, wo sie ihren verlorenen Ohrring gelassen hat, oder so etwas in der Art"", beendete Harry."
340,,"""... deine tote Frau, und frage sie, wo sie ihren verlorenen Ohrring gelassen hat, oder so ähnlich"", beendete Harry."
340,,"""... deine tote Frau, und frage sie, wo sie ihren verlorenen Ohrring gelassen hat, oder so etwas in der Art"", beendete Harry."
341,,",,Hat das jemand schon einmal so getestet?"""
341,,"""Hat jemand solche Tests gemacht?"""
341,,"""Hat jemand solche Tests gemacht?"""
343,,Harry zuckte seine Achseln
343,,Harry zuckte mit den Achseln.
343,,Harry zuckte mit den Schultern.
344,,",,Naja, ich bin ein Wissenschaftler und ich bin immer dazu bereit, überzeugt zu werden."
344,,"""Na, ich bin ein Wissenschafler, und ich bin immer bereits, überzeugt zu werden."
344,,"""Nun, ich bin Wissenschaftler und immer bereit, mich überzeugen zu lassen."
345,,"Wenn du glaube wirklich das Auferstehungsstein ruft die toten zurück - dann du musst glauben so ein test wird gelingen, rechts?"
345,,"Wenn du wirklich glaubst, dass der Auferstehungsstein die Toten zurückruft - dann musst du glauben, dass so ein Test gelingt, oder?"
345,,"Wenn Sie wirklich glauben, dass der Stein der Auferstehung die Toten zurückruft – dann müssen Sie glauben, dass ein solcher Test erfolgreich sein wird, oder?"
345,x,"Wenn du wirklich glaubst das der Stein der Weisen Tote zum leben erweckt - dann musst du auch glauben das so ein Test funktioniert, richtig?"
346,,Also du weisst wo man den Auferstehungsstein finden kann?
346,,"Weißt du denn irgendwas dazu, wo man den Stein der Wiederbelebung finden kann?"""
346,,"Wissen Sie etwas darüber, wo man den Stein der Auferstehung finden kann?"
347,,"Ich habe ein Heiligtum des todes schon unter höchst mysteriösen umständen, und, gut, wir beide wissen wie der rhythmus der welt funktioniert auf sowas."""
347,,"Ich bekam bereits ein Deathly Hallow unter sehr mysteriösen Umständen, und wir wissen beide, wie der Rhythmus der Welt bei so etwas funktioniert."""
347,,"Ich habe bereits ein Heiligtum des Todes unter höchst mysteriösen Umständen bekommen, und wir wissen beide, wie der Rhythmus der Welt bei so etwas funktioniert."""
347,x,"Ich habe bereits ein Heiligtum des Todes und sehr mysteriösen Umständen erhalten, und naja, wir beide wissen wie die Wogen der Welt bei solchen Sachen funktionieren. "
349,,Harry wendete den Blick zurück auf den Schulleiter
349,,Harry erwiderte den Blick des Schulleiters.
349,,Harry blickte den Schulleiter gleichmütig an.
350,,"Der alte Zauberer striff die Hand über seine Stirn und murmelte, ,,Das ist Wahnsinn."""
350,,"Der alte Zauberer reichte eine Hand an die Stirn und murmelte, ""Das ist Wahnsinn."""
350,,"Der alte Zauberer fuhr sich mit der Hand über die Stirn und murmelte: ""Das ist Wahnsinn""."
351,,"(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)"
351,,"(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)"
351,,"(Irgendwie gelang es Harry, sich das Lachen zu verkneifen.)"
352,,"Auf Anweisung des Schulleiters starrte Harry auf die Innenseite und die Rückseite der Kapuze, bis er das Symbol der Heiligtümer des Todes sah, das sich in verblasstem Scharlachrot wie getrocknetes Blut von dem silbrigen Gewebe abhob: ein Dreieck mit einem Kreis darin und einer Linie, die beide trennte."
352,,"Und Dumbledore sagte zu Harry, er solle den Umhang der Unsichtbarkeit aus seiner Tasche ziehen; auf die Anweisung des Schulleiters hin starrte Harry auf die Innenseite und die Rückseite der Kapuze, bis er es sah, schwach gegen das silbrige Netz in verblasstem Scharlachrot wie getrocknetes Blut gezogen, das Symbol für die Heiligtümer des Todes, ein Dreieck, mit einem innen gezeichneten Kreis und einer Linie, die beide trennt"
352,,"Und Dumbledore sagte Harry um den Mantel der Unsichtbarkeit aus seinem beutel zu ziehen; auf anweisung des Schulleiters, Harry starrte auf die innen- und rückseite der motorhaube, bis er sie sah, schwach gezeichnet gegen das silbrige netz in verblichenem scharlachrot wie getrocknetes blut, das symbol der Heiligtümer des Todes: ein dreieck, in dem ein kreis gezeichnet ist, und eine linie, die beide trennt."
354,,",,Ich werde darauf achten, die Augen nach einem derartig markierten Stein offen zu halten."
354,,Ich werde auf jeden Fall nach einem so markierten Stein Ausschau halten.
354,,"""Ich werde auf jeden Fall nach einem so gekennzeichneten Stein Ausschau halten."
355,,"Hast du irgendwelche anderen Beweise?"""
355,,"Hast du noch andere Beweise?"""
355,,"Haben Sie weitere Beweise?"""
357,,"„Harry“, sagte der alte Zauberer mit steigender Stimme, „dies ist ein gefährlicher Weg, den du gehst, ich bin mir nicht sicher, ob ich das Richtige tue, wenn ich das sage, aber ich muss Sie auf diese Weise losreißen!"
357,,"""Harry,"" sagte der alte Zauberer, seinen Stimme stieg, ""das ist ein gefährlicher Weg den du gerade gehst, ich bin mir nicht sicher ob ich das Richtige mache wenn ich das sag, aber ich werde dich von diesem Weg wegreißen!"
357,x,"""Harry"", sagte der alte Magier mit lauter werdender Stimme, ""dies ist ein gefährlicher Weg auf dem du wandelst, ich bin mir nicht sicher ob ich das richtige tue aber ich muss dich von diesem Weg abbringen!"""
358,,"Harry, wie hätte Voldemort den Tod seines Körpers überleben können, wenn er keine Seele hätte?"
358,,"Harry, wie kann Voldemort den Tod seines Körpers überlebt haben, wenn er keine Seele hatte??"""
358,,"Harry, wie konnte Voldemort den tot seines Körpers überlebt haben, wenn er keine Seele hat??"""
359,,"Und da erkannte Harry, dass es genau eine Person gab, die Professor McGonagall ursprünglich erzählt hatte, dass der Dunkle Lord überhaupt noch am Leben war; und es war der verrückte Schulleiter ihres Irrenhauses, der dachte, die Welt laufe nach Klischees."
359,,"Und das war, als Harry bemerkte, dass es genau einePerson gäbe, die in erster Linie Professor McGonnagall ursprünglich sagen würde, der dunkler Lord sei noch am Leben; und es war der verrückter Schulleiter von ihrem Irrenhaus von einer Schule, der dachte die Welt laufe von Klischees."
359,x,"Und dann realisierte Harry das es nur genau eine Person gab die Professor McGonagall erzählte, dass der Dunkle Lord noch am Leben ist; und es war genau dieser verrückte Schulleiter von einem Irrenhaus von Schule, welcher dachte die Welt besteht nur aus Klischees. "
361,,"""Vielleicht fand er eine Möglichkeit, die Kraft des Auferstehungssteins zu duplizieren, nur lud er sie im Voraus mit einer vollständigen Kopie seines Gehirnzustands."
361,,"„Vielleicht hat er einen Weg gefunden, die Macht des Auferstehungssteins zu duplizieren, nur hat er ihn vorher mit einer vollständigen Kopie seines Gehirnzustands geladen."
361,x,"""Vielleicht hat er einen Weg gefunden die Kräfte des Stein der Weisen zu duplizieren, nur das er dabei im Vorhinein eine komplette Kopie seines Gehirns in ihn geladen hat. "
362,,"Oder sowas in der Richtung."""
362,,"Oder so was."""
362,,"Oder so ähnlich."""
364,,"""Können Sie mir eigentlich alles sagen, was Sie darüber wissen, wie der Dunkler Lord überlebt hat und was es braucht, um ihn zu töten?"""
364,,"„Überhaupt, kannst du einfach anfangen mir alles zu erzählen was darüber weißt wie der Dunkle Lord überlebte und was ihn töten könnte?“"
364,x,"""Kannst du mir eigentlich alle was du darüber weißt erzählen wie der Dunkle Lord überlebt hat und was es braucht um ihn zu töten?"""
365,,Falls er überhaupt noch auf eine andere Weise als in Form einer Klittererschlagzeile existiert.
365,,Falls es ihn überhaupt noch außerhalb der Schlagzeilen des Klitterer’s gibt.
365,,"Wenn es ihn überhaupt noch gibt, wenn er nicht nur als Quibbler-Schlagzeile existiert."
366,,"„Du täuschst mich nicht, Harry“, sagte der alte zauberer; sein gesicht sah jetzt uralt aus und war von mehr als jahren faltig"
366,,",,Du täuscht mich nicht, Harry"", sagte der alte Zauberer; sein Gesicht sah nun urtümlich aus, geprägt von mehr als nur Jahren."
366,,"""Du machst mir nichts vor, Harry"", sagte der alte Zauberer, dessen Gesicht nun alt und von mehr als nur Jahren gezeichnet war."
367,,",,Ich weiß, warum du diese Frage wirklich stellst."
367,,"Ich weiß, warum Sie diese Frage wirklich stellen."
367,,"""Ich weiß, warum Sie diese Frage wirklich stellen."
368,,"Nein, ich lese nicht deine Gedanken, das brauche ich nicht, dein Zögern sagt schon alles."
368,,"Nein, ich habe deine Gedanken nicht gelesen; das brauche ich auch gar nicht. Dein Zögern zeigt schon alles!"
368,,"Nein, ich kann Ihre Gedanken nicht lesen, das muss ich auch nicht, Ihr Zögern verrät Sie!"
373,,"(Harry verleihte sich für Montag eine hohe Punktezahl, da er es geschafft hatte, jemanden völlig um den Verstand zu bringen bevor der Tag vorbei war)"
373,,"(Harry belohnte sich mit einer Zählmarke für Montag, da er es geschafft hatte, jemanden komplett zu verblüffen bevor der Tag endete.)"
