Input.num,Translation
446,"Kann du dir vostellen wie schrecklic es sein würde, das schlimste Verbrechen in der Geschichte des Universums welches begagen wurde, welches du alles tun würdest um es zu verhindern, einmal nu zu passieren?"
453,"Denn zu glauben dass die welt wirklich so ist, sie müssen glauben dass darin keine gerechtigkeit liegt, dass es in seinem kern aus dunkelheit gewoben ist."
453,"Denn um zu glauben, dass die Welt wirklich so ist, muss man glauben, dass es darin keine Gerechtigkeit gibt, dass sie im Kern aus Dunkelheit besteht."
453,"Denn um zu glauben, dass die Welt wirklich so ist, musst du glauben, dass es keine Gerechtigkeit in ihr gibt, dass sie in ihrem Kern aus Dunkelheit gewoben ist."
456,"Sie standen da und schauten einander in die Augen, der alte Zauberer in seinen Roben und der kleine Junge"
456,"Sie standen dort und sahen sich in die Augen, der Hexenmeister in seinen Gewändern und der Junge mit der blitzförmigen Narbe auf seiner Stirn."
456,"Sie standen da und starrten sich in die augen, der alte zauberer in seiner robe, und der junge mit dem beleuchtungsbolzen narbe auf seiner stirn."
456,"Sie standen da und starrten einander in die Augen, den alten Zauberer in seinen Gewändern und den kleinen Jungen mit der Blitznarbe auf seiner Stirn."
460,"Der junge stand auf sehr gerade, sein kinn erhoben hoch und stolz, und sagte: ""Es gibt keine gerechtigkeit in den Naturgesetzen, Schulleiter, kein begriff für fairness in den bewegungsgleichungen."
460,"Der Junge stand sehr aufrecht, sein Kinn erhob sich hoch und stolz und sagte: ""Es gibt keine Gerechtigkeit in den Gesetzen der Natur, Herr Direktor, kein Wort für Fairness in den Gleichungen der Bewegung."
460,"Der Junge stand sehr gerade, das Kinn hoch erhoben und stolz, und sagte: „Es gibt keine Gerechtigkeit in den Gesetzen der Natur, Schulleiter, kein Begriff der Fairness in den Bewegungsgleichungen."
460,"Der junge Junge stand sehr gerade, sein Kinn stolz hochgehoben, und sagte: ""Es gibt keine Gerechtigkeit in der Regel der Natur, Schulleiter, keinen Begriff für Fairness und die Äquivalente der Bewegung."
468,"Der Junge verbeugte sich mit schwerer Ironie vor ihm und ging, und die Eichentür schlug mit einem dumpfen Knall hinter ihm zu."
468,Sie verneigten sich mit schwerem Eisen vor ihm und reisten ab; und die Eiche knallte mit einem dumpfen Schlag hinter ihm zu.
468,"Der Junge verbeugte sich mit schwerer Ironie vor ihm und ging, und die Eichentür schlug mit einem dumpfen Knall hinter ihm zu."
468,"Der Junge verbeugte sich mit schwerer Ironie vor ihm und ging, und die Eichentür schlug mit einem dumpfen Schlag hinter ihm zu."
468,Der Junge verbeugte sich vor ihm voller Ironie und verschwand. Und die eichene Tür fiel mit einem dumpfen Knall hinter ihm zu.
468,Triefend vor Ironie verbeugte sich der Junge vor ihm und ging fort; und die Eichentor schlug mit einem dumpfen Knall hinter ihm zu.
